Assay,Library,R1_files,R2_files
hBFA1,hBFA1-GlyEtOH-R1-Time24,hBFA1_h2_hBFA1-GlyEtOH-R1-Time24_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R1-Time24_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH-R1-Time40,hBFA1_h2_hBFA1-GlyEtOH-R1-Time40_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R1-Time40_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH-R1-Time8,hBFA1_h2_hBFA1-GlyEtOH-R1-Time8_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R1-Time8_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH-R2-Time16,hBFA1_h2_hBFA1-GlyEtOH-R2-Time16_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R2-Time16_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH-R2-Time24,hBFA1_h2_hBFA1-GlyEtOH-R2-Time24_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R2-Time24_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH-R2-Time40,hBFA1_h2_hBFA1-GlyEtOH-R2-Time40_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R2-Time40_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH-R2-Time8,hBFA1_h2_hBFA1-GlyEtOH-R2-Time8_R1.fastq.gz,hBFA1_h2_hBFA1-GlyEtOH-R2-Time8_R2.fastq.gz
hBFA1,hBFA1-GlyEtOH_alpha-R1-Subpool,hBFA1-GlyEtOH_alpha-R1-Subpool_S36_R1_001.fastq.gz,
hBFA1,hBFA1-GlyEtOH_alpha-R1-autodiploids,hBFA1-GlyEtOH_alpha-R1-autodiploids_S38_R1_001.fastq.gz,
hBFA1,hBFA1-GlyEtOH_alpha-R2-Subpool,hBFA1-GlyEtOH_alpha-R2-Subpool_S37_R1_001.fastq.gz,
hBFA1,hBFA1-GlyEtOH_alpha-R2-autodiploids,hBFA1-GlyEtOH_alpha-R2-autodiploids_S39_R1_001.fastq.gz,
hBFA1,hBFA1-POOL,hBFA1_h1_hBFA1-POOL_R1.fastq.gz,hBFA1_h1_hBFA1-POOL_R2.fastq.gz
hBFA1,hBFA1-SC-R1-Time16,hBFA1_h1_hBFA1-SC-R1-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R1-Time16_R2.fastq.gz
hBFA1,hBFA1-SC-R1-Time24,hBFA1_h1_hBFA1-SC-R1-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R1-Time24_R2.fastq.gz
hBFA1,hBFA1-SC-R1-Time40,hBFA1_h1_hBFA1-SC-R1-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R1-Time40_R2.fastq.gz
hBFA1,hBFA1-SC-R1-Time8,hBFA1_h1_hBFA1-SC-R1-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R1-Time8_R2.fastq.gz
hBFA1,hBFA1-SC-R2-Time16,hBFA1_h1_hBFA1-SC-R2-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R2-Time16_R2.fastq.gz
hBFA1,hBFA1-SC-R2-Time24,hBFA1_h1_hBFA1-SC-R2-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R2-Time24_R2.fastq.gz
hBFA1,hBFA1-SC-R2-Time40,hBFA1_h1_hBFA1-SC-R2-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R2-Time40_R2.fastq.gz
hBFA1,hBFA1-SC-R2-Time8,hBFA1_h1_hBFA1-SC-R2-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-SC-R2-Time8_R2.fastq.gz
hBFA1,hBFA1-SC_alpha-R1-Subpool,hBFA1-SC_alpha-R1-Subpool_S6_R1_001.fastq.gz,
hBFA1,hBFA1-SC_alpha-R2-Subpool,hBFA1-SC_alpha-R2-Subpool_S7_R1_001.fastq.gz,
hBFA1,hBFA1-YPD-R1-Time16,hBFA1_h1_hBFA1-YPD-R1-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R1-Time16_R2.fastq.gz
hBFA1,hBFA1-YPD-R1-Time24,hBFA1_h1_hBFA1-YPD-R1-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R1-Time24_R2.fastq.gz
hBFA1,hBFA1-YPD-R1-Time40,hBFA1_h1_hBFA1-YPD-R1-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R1-Time40_R2.fastq.gz
hBFA1,hBFA1-YPD-R1-Time8,hBFA1_h1_hBFA1-YPD-R1-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R1-Time8_R2.fastq.gz
hBFA1,hBFA1-YPD-R2-Time16,hBFA1_h1_hBFA1-YPD-R2-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R2-Time16_R2.fastq.gz
hBFA1,hBFA1-YPD-R2-Time24,hBFA1_h1_hBFA1-YPD-R2-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R2-Time24_R2.fastq.gz
hBFA1,hBFA1-YPD-R2-Time40,hBFA1_h1_hBFA1-YPD-R2-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R2-Time40_R2.fastq.gz
hBFA1,hBFA1-YPD-R2-Time8,hBFA1_h1_hBFA1-YPD-R2-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-YPD-R2-Time8_R2.fastq.gz
hBFA1,hBFA1-YPD_alpha-R1-Subpool,hBFA1-YPD_alpha-R1-Subpool_S4_R1_001.fastq.gz,
hBFA1,hBFA1-YPD_alpha-R2-Subpool,hBFA1-YPD_alpha-R2-Subpool_S5_R1_001.fastq.gz,
hBFA1,hBFA1-pH3_8-R1-Time16,hBFA1_h1_hBFA1-pH3_8-R1-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R1-Time16_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R1-Time24,hBFA1_h1_hBFA1-pH3_8-R1-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R1-Time24_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R1-Time40,hBFA1_h1_hBFA1-pH3_8-R1-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R1-Time40_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R1-Time8,hBFA1_h1_hBFA1-pH3_8-R1-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R1-Time8_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R2-Time16,hBFA1_h1_hBFA1-pH3_8-R2-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R2-Time16_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R2-Time24,hBFA1_h1_hBFA1-pH3_8-R2-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R2-Time24_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R2-Time40,hBFA1_h1_hBFA1-pH3_8-R2-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R2-Time40_R2.fastq.gz
hBFA1,hBFA1-pH3_8-R2-Time8,hBFA1_h1_hBFA1-pH3_8-R2-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-pH3_8-R2-Time8_R2.fastq.gz
hBFA1,hBFA1-pH3_8_alpha-R1-Subpool,hBFA1-pH3_8_alpha-R1-Subpool_S10_R1_001.fastq.gz,
hBFA1,hBFA1-pH3_8_alpha-R2-Subpool,hBFA1-pH3_8_alpha-R2-Subpool_S11_R1_001.fastq.gz,
hBFA1,hBFA1-pH7_3-R1-Time16,hBFA1_h1_hBFA1-pH7_3-R1-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R1-Time16_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R1-Time24,hBFA1_h1_hBFA1-pH7_3-R1-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R1-Time24_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R1-Time40,hBFA1_h1_hBFA1-pH7_3-R1-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R1-Time40_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R1-Time8,hBFA1_h1_hBFA1-pH7_3-R1-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R1-Time8_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R2-Time16,hBFA1_h1_hBFA1-pH7_3-R2-Time16_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R2-Time16_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R2-Time24,hBFA1_h1_hBFA1-pH7_3-R2-Time24_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R2-Time24_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R2-Time40,hBFA1_h1_hBFA1-pH7_3-R2-Time40_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R2-Time40_R2.fastq.gz
hBFA1,hBFA1-pH7_3-R2-Time8,hBFA1_h1_hBFA1-pH7_3-R2-Time8_R1.fastq.gz,hBFA1_h1_hBFA1-pH7_3-R2-Time8_R2.fastq.gz
hBFA1,hBFA1-pH7_3_alpha-R1-Subpool,hBFA1-pH7_3_alpha-R1-Subpool_S12_R1_001.fastq.gz,
hBFA1,hBFA1-pH7_3_alpha-R2-Subpool,hBFA1-pH7_3_alpha-R2-Subpool_S13_R1_001.fastq.gz,
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time0,Stanford_high_LT_02M_NaCl_2N-R1-Time0_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time0_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time104,Stanford_high_LT_02M_NaCl_2N-R1-Time104_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time104_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time112,Stanford_high_LT_02M_NaCl_2N-R1-Time112_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time112_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time128,Stanford_high_LT_02M_NaCl_2N-R1-Time128_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time128_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time144,Stanford_high_LT_02M_NaCl_2N-R1-Time144_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time144_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time160,Stanford_high_LT_02M_NaCl_2N-R1-Time160_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time160_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time176,Stanford_high_LT_02M_NaCl_2N-R1-Time176_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time176_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time192,Stanford_high_LT_02M_NaCl_2N-R1-Time192_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time192_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time216,Stanford_high_LT_02M_NaCl_2N-R1-Time216_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time216_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time240,Stanford_restart_LT_02M_NaCl_2N-R1-Time240_R1.fastq.gz;Stanford_high_LT_02M_NaCl_2N-R1-Time240_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time240_R2.fastq.gz;Stanford_high_LT_02M_NaCl_2N-R1-Time240_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time256,Stanford_restart_LT_02M_NaCl_2N-R1-Time256_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time256_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time272,Stanford_restart_LT_02M_NaCl_2N-R1-Time272_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time272_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time288,Stanford_restart_LT_02M_NaCl_2N-R1-Time288_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time288_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time304,Stanford_restart_LT_02M_NaCl_2N-R1-Time304_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time304_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time320,Stanford_restart_LT_02M_NaCl_2N-R1-Time320_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time320_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time336,Stanford_restart_LT_02M_NaCl_2N-R1-Time336_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time336_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time352,Stanford_restart_LT_02M_NaCl_2N-R1-Time352_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time352_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time368,Stanford_restart_LT_02M_NaCl_2N-R1-Time368_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time368_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time384,Stanford_restart_LT_02M_NaCl_2N-R1-Time384_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time384_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time400,Stanford_restart_LT_02M_NaCl_2N-R1-Time400_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time400_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time416,Stanford_restart_LT_02M_NaCl_2N-R1-Time416_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time416_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time440,Stanford_restart_LT_02M_NaCl_2N-R1-Time440_R1.fastq.gz,Stanford_restart_LT_02M_NaCl_2N-R1-Time440_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time64,Stanford_high_LT_02M_NaCl_2N-R1-Time64_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time64_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time72,Stanford_high_LT_02M_NaCl_2N-R1-Time72_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time72_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time8,Stanford_high_LT_02M_NaCl_2N-R1-Time8_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time8_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time80,Stanford_high_LT_02M_NaCl_2N-R1-Time80_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time80_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time88,Stanford_high_LT_02M_NaCl_2N-R1-Time88_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time88_R2.fastq.gz
LT_02M_NaCl_2N-R1,02M_NaCl_2N-R1-Time96,Stanford_high_LT_02M_NaCl_2N-R1-Time96_R1.fastq.gz,Stanford_high_LT_02M_NaCl_2N-R1-Time96_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time0,Stanford_hap_LT_02M_NaCl_alpha-R1-Time0_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time0_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time104,Stanford_hap_LT_02M_NaCl_alpha-R1-Time104_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time104_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time120,Stanford_hap_LT_02M_NaCl_alpha-R1-Time120_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time120_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time136,Stanford_hap_LT_02M_NaCl_alpha-R1-Time136_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time136_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time160,Stanford_hap_LT_02M_NaCl_alpha-R1-Time160_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time160_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time192,Stanford_hap_LT_02M_NaCl_alpha-R1-Time192_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time192_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time240,Stanford_hap_LT_02M_NaCl_alpha-R1-Time240_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time240_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time72,Stanford_hap_LT_02M_NaCl_alpha-R1-Time72_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time72_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time8,Stanford_hap_LT_02M_NaCl_alpha-R1-Time8_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time8_R2.fastq.gz
LT_02M_NaCl_alpha-R1,02M_NaCl_alpha-R1-Time88,Stanford_hap_LT_02M_NaCl_alpha-R1-Time88_R1.fastq.gz,Stanford_hap_LT_02M_NaCl_alpha-R1-Time88_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time0,Stanford_mid_LT_08M_NaCl_2N-R1-Time0_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time0_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time16,Stanford_mid_LT_08M_NaCl_2N-R1-Time16_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time16_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time24,Stanford_mid_LT_08M_NaCl_2N-R1-Time24_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time24_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time32,Stanford_mid_LT_08M_NaCl_2N-R1-Time32_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time32_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time40,Stanford_mid_LT_08M_NaCl_2N-R1-Time40_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time40_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time48,Stanford_mid_LT_08M_NaCl_2N-R1-Time48_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time48_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time56,Stanford_mid_LT_08M_NaCl_2N-R1-Time56_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time56_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time64,Stanford_mid_LT_08M_NaCl_2N-R1-Time64_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time64_R2.fastq.gz
LT_08M_NaCl_2N-R1,08M_NaCl_2N-R1-Time8,Stanford_mid_LT_08M_NaCl_2N-R1-Time8_R1.fastq.gz,Stanford_mid_LT_08M_NaCl_2N-R1-Time8_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time0,Stanford_hap_LT_08M_NaCl_alpha-R1-Time0_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time0_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time104,Stanford_hap_LT_08M_NaCl_alpha-R1-Time104_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time104_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time120,Stanford_hap_LT_08M_NaCl_alpha-R1-Time120_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time120_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time136,Stanford_hap_LT_08M_NaCl_alpha-R1-Time136_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time136_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time160,Stanford_hap_LT_08M_NaCl_alpha-R1-Time160_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time160_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time192,Stanford_hap_LT_08M_NaCl_alpha-R1-Time192_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time192_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time240,Stanford_hap_LT_08M_NaCl_alpha-R1-Time240_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time240_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time72,Stanford_hap_LT_08M_NaCl_alpha-R1-Time72_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time72_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time8,Stanford_hap_LT_08M_NaCl_alpha-R1-Time8_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time8_R2.fastq.gz
LT_08M_NaCl_alpha-R1,08M_NaCl_alpha-R1-Time88,Stanford_hap_LT_08M_NaCl_alpha-R1-Time88_R1.fastq.gz,Stanford_hap_LT_08M_NaCl_alpha-R1-Time88_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time0,Stanford_high_LT_21C_2N-R1-Time0_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time0_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time104,Stanford_high_LT_21C_2N-R1-Time104_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time104_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time112,Stanford_high_LT_21C_2N-R1-Time112_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time112_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time128,Stanford_high_LT_21C_2N-R1-Time128_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time128_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time144,Stanford_high_LT_21C_2N-R1-Time144_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time144_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time160,Stanford_high_LT_21C_2N-R1-Time160_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time160_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time176,Stanford_high_LT_21C_2N-R1-Time176_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time176_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time192,Stanford_high_LT_21C_2N-R1-Time192_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time192_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time216,Stanford_high_LT_21C_2N-R1-Time216_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time216_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time240,Stanford_restart_LT_21C_2N-R1-Time240_R1.fastq.gz;Stanford_high_LT_21C_2N-R1-Time240_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time240_R2.fastq.gz;Stanford_high_LT_21C_2N-R1-Time240_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time256,Stanford_restart_LT_21C_2N-R1-Time256_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time256_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time272,Stanford_restart_LT_21C_2N-R1-Time272_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time272_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time288,Stanford_restart_LT_21C_2N-R1-Time288_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time288_R2.fastq.gz
