Assay,Library,R1_files,R2_files
LT_21C_2N-R1,21C_2N-R1-Time304,Stanford_restart_LT_21C_2N-R1-Time304_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time304_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time320,Stanford_restart_LT_21C_2N-R1-Time320_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time320_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time336,Stanford_restart_LT_21C_2N-R1-Time336_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time336_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time352,Stanford_restart_LT_21C_2N-R1-Time352_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time352_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time368,Stanford_restart_LT_21C_2N-R1-Time368_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time368_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time384,Stanford_restart_LT_21C_2N-R1-Time384_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time384_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time400,Stanford_restart_LT_21C_2N-R1-Time400_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time400_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time416,Stanford_restart_LT_21C_2N-R1-Time416_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time416_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time440,Stanford_restart_LT_21C_2N-R1-Time440_R1.fastq.gz,Stanford_restart_LT_21C_2N-R1-Time440_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time64,Stanford_high_LT_21C_2N-R1-Time64_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time64_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time72,Stanford_high_LT_21C_2N-R1-Time72_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time72_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time8,Stanford_high_LT_21C_2N-R1-Time8_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time8_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time80,Stanford_high_LT_21C_2N-R1-Time80_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time80_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time88,Stanford_high_LT_21C_2N-R1-Time88_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time88_R2.fastq.gz
LT_21C_2N-R1,21C_2N-R1-Time96,Stanford_high_LT_21C_2N-R1-Time96_R1.fastq.gz,Stanford_high_LT_21C_2N-R1-Time96_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time0,Stanford_hap_LT_21C_alpha-R1-Time0_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time0_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time104,Stanford_hap_LT_21C_alpha-R1-Time104_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time104_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time120,Stanford_hap_LT_21C_alpha-R1-Time120_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time120_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time136,Stanford_hap_LT_21C_alpha-R1-Time136_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time136_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time160,Stanford_hap_LT_21C_alpha-R1-Time160_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time160_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time192,Stanford_hap_LT_21C_alpha-R1-Time192_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time192_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time240,Stanford_hap_LT_21C_alpha-R1-Time240_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time240_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time72,Stanford_hap_LT_21C_alpha-R1-Time72_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time72_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time8,Stanford_hap_LT_21C_alpha-R1-Time8_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time8_R2.fastq.gz
LT_21C_alpha-R1,21C_alpha-R1-Time88,Stanford_hap_LT_21C_alpha-R1-Time88_R1.fastq.gz,Stanford_hap_LT_21C_alpha-R1-Time88_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time120,Harvard_dip_LT_37C_2N-R1-Time120_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time120_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time160,Harvard_dip_LT_37C_2N-R1-Time160_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time160_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time200,Harvard_dip_LT_37C_2N-R1-Time200_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time200_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time240,Harvard_dip_LT_37C_2N-R1-Time240_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time240_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time280,Harvard_dip_LT_37C_2N-R1-Time280_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time280_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time320,Harvard_dip_LT_37C_2N-R1-Time320_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time320_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time8,Harvard_dip_LT_37C_2N-R1-Time8_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time8_R2.fastq.gz
LT_37C_2N-R1,37C_2N-R1-Time80,Harvard_dip_LT_37C_2N-R1-Time80_R1.fastq.gz,Harvard_dip_LT_37C_2N-R1-Time80_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time120,Harvard_dip_LT_37C_2N-R2-Time120_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time120_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time160,Harvard_dip_LT_37C_2N-R2-Time160_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time160_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time200,Harvard_dip_LT_37C_2N-R2-Time200_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time200_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time240,Harvard_dip_LT_37C_2N-R2-Time240_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time240_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time280,Harvard_dip_LT_37C_2N-R2-Time280_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time280_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time320,Harvard_dip_LT_37C_2N-R2-Time320_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time320_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time8,Harvard_dip_LT_37C_2N-R2-Time8_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time8_R2.fastq.gz
LT_37C_2N-R2,37C_2N-R2-Time80,Harvard_dip_LT_37C_2N-R2-Time80_R1.fastq.gz,Harvard_dip_LT_37C_2N-R2-Time80_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time120,Harvard_dip_LT_48Hr_2N-R1-Time120_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time120_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time160,Harvard_dip_LT_48Hr_2N-R1-Time160_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time160_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time200,Harvard_dip_LT_48Hr_2N-R1-Time200_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time200_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time240,Harvard_dip_LT_48Hr_2N-R1-Time240_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time240_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time280,Harvard_dip_LT_48Hr_2N-R1-Time280_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time280_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time320,Harvard_dip_LT_48Hr_2N-R1-Time320_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time320_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time8,Harvard_dip_LT_48Hr_2N-R1-Time8_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time8_R2.fastq.gz
LT_48Hr_2N-R1,48Hr_2N-R1-Time80,Harvard_dip_LT_48Hr_2N-R1-Time80_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R1-Time80_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time120,Harvard_dip_LT_48Hr_2N-R2-Time120_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time120_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time160,Harvard_dip_LT_48Hr_2N-R2-Time160_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time160_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time200,Harvard_dip_LT_48Hr_2N-R2-Time200_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time200_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time240,Harvard_dip_LT_48Hr_2N-R2-Time240_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time240_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time280,Harvard_dip_LT_48Hr_2N-R2-Time280_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time280_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time320,Harvard_dip_LT_48Hr_2N-R2-Time320_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time320_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time8,Harvard_dip_LT_48Hr_2N-R2-Time8_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time8_R2.fastq.gz
LT_48Hr_2N-R2,48Hr_2N-R2-Time80,Harvard_dip_LT_48Hr_2N-R2-Time80_R1.fastq.gz,Harvard_dip_LT_48Hr_2N-R2-Time80_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time0,Stanford_mid_LT_CLM_2N-R1-Time0_R1.fastq.gz,Stanford_mid_LT_CLM_2N-R1-Time0_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time16,Stanford_mid_LT_CLM_2N-R1-Time16_R1.fastq.gz,Stanford_mid_LT_CLM_2N-R1-Time16_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time24,Stanford_redos_LT_CLM_2N-R1-Time24_R1.fastq.gz,Stanford_redos_LT_CLM_2N-R1-Time24_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time32,Stanford_mid_LT_CLM_2N-R1-Time32_R1.fastq.gz,Stanford_mid_LT_CLM_2N-R1-Time32_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time40,Stanford_mid_LT_CLM_2N-R1-Time40_R1.fastq.gz,Stanford_mid_LT_CLM_2N-R1-Time40_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time48,Stanford_redos_LT_CLM_2N-R1-Time48_R1.fastq.gz,Stanford_redos_LT_CLM_2N-R1-Time48_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time56,Stanford_redos_LT_CLM_2N-R1-Time56_R1.fastq.gz,Stanford_redos_LT_CLM_2N-R1-Time56_R2.fastq.gz
LT_CLM_2N-R1,CLM_2N-R1-Time8,Stanford_mid_LT_CLM_2N-R1-Time8_R1.fastq.gz,Stanford_mid_LT_CLM_2N-R1-Time8_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time0,Stanford_hap_LT_CLM_alpha-R1-Time0_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time0_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time104,Stanford_hap_LT_CLM_alpha-R1-Time104_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time104_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time120,Stanford_hap_LT_CLM_alpha-R1-Time120_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time120_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time136,Stanford_hap_LT_CLM_alpha-R1-Time136_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time136_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time16,Stanford_redos_LT_CLM_alpha-R1-Time16_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time16_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time160,Stanford_hap_LT_CLM_alpha-R1-Time160_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time160_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time192,Stanford_hap_LT_CLM_alpha-R1-Time192_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time192_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time24,Stanford_redos_LT_CLM_alpha-R1-Time24_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time24_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time240,Stanford_hap_LT_CLM_alpha-R1-Time240_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time240_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time32,Stanford_redos_LT_CLM_alpha-R1-Time32_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time32_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time40,Stanford_redos_LT_CLM_alpha-R1-Time40_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time40_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time48,Stanford_redos_LT_CLM_alpha-R1-Time48_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time48_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time56,Stanford_redos_LT_CLM_alpha-R1-Time56_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time56_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time64,Stanford_redos_LT_CLM_alpha-R1-Time64_R1.fastq.gz,Stanford_redos_LT_CLM_alpha-R1-Time64_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time72,Stanford_hap_LT_CLM_alpha-R1-Time72_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time72_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time8,Stanford_hap_LT_CLM_alpha-R1-Time8_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time8_R2.fastq.gz
LT_CLM_alpha-R1,CLM_alpha-R1-Time88,Stanford_hap_LT_CLM_alpha-R1-Time88_R1.fastq.gz,Stanford_hap_LT_CLM_alpha-R1-Time88_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time0,Stanford_high_LT_FLC32_2N-R1-Time0_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time0_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time104,Stanford_high_LT_FLC32_2N-R1-Time104_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time104_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time112,Stanford_high_LT_FLC32_2N-R1-Time112_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time112_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time176,Stanford_high_LT_FLC32_2N-R1-Time176_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time176_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time192,Stanford_high_LT_FLC32_2N-R1-Time192_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time192_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time64,Stanford_high_LT_FLC32_2N-R1-Time64_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time64_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time72,Stanford_high_LT_FLC32_2N-R1-Time72_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time72_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time8,Stanford_high_LT_FLC32_2N-R1-Time8_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time8_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time80,Stanford_high_LT_FLC32_2N-R1-Time80_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time80_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time88,Stanford_high_LT_FLC32_2N-R1-Time88_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time88_R2.fastq.gz
LT_FLC32_2N-R1,FLC32_2N-R1-Time96,Stanford_high_LT_FLC32_2N-R1-Time96_R1.fastq.gz,Stanford_high_LT_FLC32_2N-R1-Time96_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time0,Stanford_hap_LT_FLC32_alpha-R1-Time0_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time0_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time104,Stanford_hap_LT_FLC32_alpha-R1-Time104_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time104_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time120,Stanford_hap_LT_FLC32_alpha-R1-Time120_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time120_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time136,Stanford_hap_LT_FLC32_alpha-R1-Time136_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time136_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time160,Stanford_hap_LT_FLC32_alpha-R1-Time160_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time160_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time192,Stanford_hap_LT_FLC32_alpha-R1-Time192_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time192_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time240,Stanford_hap_LT_FLC32_alpha-R1-Time240_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time240_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time72,Stanford_hap_LT_FLC32_alpha-R1-Time72_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time72_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time8,Stanford_hap_LT_FLC32_alpha-R1-Time8_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time8_R2.fastq.gz
LT_FLC32_alpha-R1,FLC32_alpha-R1-Time88,Stanford_hap_LT_FLC32_alpha-R1-Time88_R1.fastq.gz,Stanford_hap_LT_FLC32_alpha-R1-Time88_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time0,Stanford_redos_LT_FLC4_2N-R1-Time0_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time0_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time120,Stanford_high_LT_FLC4_2N-R1-Time120_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time120_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time136,Stanford_high_LT_FLC4_2N-R1-Time136_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time136_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time152,Stanford_high_LT_FLC4_2N-R1-Time152_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time152_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time16,Stanford_redos_LT_FLC4_2N-R1-Time16_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time16_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time176,Stanford_high_LT_FLC4_2N-R1-Time176_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time176_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time216,Stanford_high_LT_FLC4_2N-R1-Time216_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time216_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time24,Stanford_redos_LT_FLC4_2N-R1-Time24_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time24_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time32,Stanford_redos_LT_FLC4_2N-R1-Time32_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time32_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time40,Stanford_redos_LT_FLC4_2N-R1-Time40_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time40_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time48,Stanford_redos_LT_FLC4_2N-R1-Time48_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time48_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time56,Stanford_redos_LT_FLC4_2N-R1-Time56_R1.fastq.gz,Stanford_redos_LT_FLC4_2N-R1-Time56_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time64,Stanford_high_LT_FLC4_2N-R1-Time64_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time64_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time8,Stanford_high_LT_FLC4_2N-R1-Time8_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time8_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time80,Stanford_high_LT_FLC4_2N-R1-Time80_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time80_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time88,Stanford_high_LT_FLC4_2N-R1-Time88_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time88_R2.fastq.gz
LT_FLC4_2N-R1,FLC4_2N-R1-Time96,Stanford_high_LT_FLC4_2N-R1-Time96_R1.fastq.gz,Stanford_high_LT_FLC4_2N-R1-Time96_R2.fastq.gz
LT_FLC4_alpha-R1,FLC4_alpha-R1-Time0,Stanford_hap_LT_FLC4_alpha-R1-Time0_R1.fastq.gz,Stanford_hap_LT_FLC4_alpha-R1-Time0_R2.fastq.gz
LT_FLC4_alpha-R1,FLC4_alpha-R1-Time104,Stanford_hap_LT_FLC4_alpha-R1-Time104_R1.fastq.gz,Stanford_hap_LT_FLC4_alpha-R1-Time104_R2.fastq.gz
LT_FLC4_alpha-R1,FLC4_alpha-R1-Time120,Stanford_hap_LT_FLC4_alpha-R1-Time120_R1.fastq.gz,Stanford_hap_LT_FLC4_alpha-R1-Time120_R2.fastq.gz
