Filename,size
hBFA1_h1_hBFA1-SC-R1-Time40_R1.fastq.gz,75M
hBFA1_h1_hBFA1-SC-R1-Time40_R2.fastq.gz,61M
hBFA1_h1_hBFA1-SC-R1-Time8_R1.fastq.gz,86M
hBFA1_h1_hBFA1-SC-R1-Time8_R2.fastq.gz,69M
hBFA1_h1_hBFA1-SC-R2-Time16_R1.fastq.gz,88M
hBFA1_h1_hBFA1-SC-R2-Time16_R2.fastq.gz,71M
hBFA1_h1_hBFA1-SC-R2-Time24_R1.fastq.gz,86M
hBFA1_h1_hBFA1-SC-R2-Time24_R2.fastq.gz,69M
hBFA1_h1_hBFA1-SC-R2-Time40_R1.fastq.gz,82M
hBFA1_h1_hBFA1-SC-R2-Time40_R2.fastq.gz,66M
hBFA1_h1_hBFA1-SC-R2-Time8_R1.fastq.gz,89M
hBFA1_h1_hBFA1-SC-R2-Time8_R2.fastq.gz,72M
hBFA1_h1_hBFA1-YPD-R1-Time16_R1.fastq.gz,86M
hBFA1_h1_hBFA1-YPD-R1-Time16_R2.fastq.gz,70M
hBFA1_h1_hBFA1-YPD-R1-Time24_R1.fastq.gz,153M
hBFA1_h1_hBFA1-YPD-R1-Time24_R2.fastq.gz,122M
hBFA1_h1_hBFA1-YPD-R1-Time40_R1.fastq.gz,80M
hBFA1_h1_hBFA1-YPD-R1-Time40_R2.fastq.gz,64M
hBFA1_h1_hBFA1-YPD-R1-Time8_R1.fastq.gz,61M
hBFA1_h1_hBFA1-YPD-R1-Time8_R2.fastq.gz,50M
hBFA1_h1_hBFA1-YPD-R2-Time16_R1.fastq.gz,92M
hBFA1_h1_hBFA1-YPD-R2-Time16_R2.fastq.gz,74M
hBFA1_h1_hBFA1-YPD-R2-Time24_R1.fastq.gz,85M
hBFA1_h1_hBFA1-YPD-R2-Time24_R2.fastq.gz,67M
hBFA1_h1_hBFA1-YPD-R2-Time40_R1.fastq.gz,86M
hBFA1_h1_hBFA1-YPD-R2-Time40_R2.fastq.gz,70M
hBFA1_h1_hBFA1-YPD-R2-Time8_R1.fastq.gz,78M
hBFA1_h1_hBFA1-YPD-R2-Time8_R2.fastq.gz,63M
hBFA1_h2_hBFA1-48Hr-R1-Time16_R1.fastq.gz,116M
hBFA1_h2_hBFA1-48Hr-R1-Time16_R2.fastq.gz,92M
hBFA1_h2_hBFA1-48Hr-R1-Time24_R1.fastq.gz,107M
hBFA1_h2_hBFA1-48Hr-R1-Time24_R2.fastq.gz,84M
hBFA1_h2_hBFA1-48Hr-R1-Time40_R1.fastq.gz,144M
hBFA1_h2_hBFA1-48Hr-R1-Time40_R2.fastq.gz,116M
hBFA1_h2_hBFA1-48Hr-R1-Time8_R1.fastq.gz,79M
hBFA1_h2_hBFA1-48Hr-R1-Time8_R2.fastq.gz,65M
hBFA1_h2_hBFA1-48Hr-R2-Time16_R1.fastq.gz,117M
hBFA1_h2_hBFA1-48Hr-R2-Time16_R2.fastq.gz,95M
hBFA1_h2_hBFA1-48Hr-R2-Time24_R1.fastq.gz,124M
hBFA1_h2_hBFA1-48Hr-R2-Time24_R2.fastq.gz,98M
hBFA1_h2_hBFA1-48Hr-R2-Time40_R1.fastq.gz,113M
hBFA1_h2_hBFA1-48Hr-R2-Time40_R2.fastq.gz,87M
hBFA1_h2_hBFA1-48Hr-R2-Time8_R1.fastq.gz,144M
hBFA1_h2_hBFA1-48Hr-R2-Time8_R2.fastq.gz,112M
hBFA1_h2_hBFA1-FLC4-R2-Time16_R1.fastq.gz,19M
hBFA1_h2_hBFA1-FLC4-R2-Time16_R2.fastq.gz,16M
hBFA1_h2_hBFA1-FLC4-R2-Time24_R1.fastq.gz,25M
hBFA1_h2_hBFA1-FLC4-R2-Time24_R2.fastq.gz,20M
hBFA1_h2_hBFA1-FLC4-R2-Time40_R1.fastq.gz,27M
hBFA1_h2_hBFA1-FLC4-R2-Time40_R2.fastq.gz,21M
hBFA1_h2_hBFA1-FLC4-R2-Time8_R1.fastq.gz,46M
hBFA1_h2_hBFA1-FLC4-R2-Time8_R2.fastq.gz,36M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time16_R1.fastq.gz,84M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time16_R2.fastq.gz,66M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time24_R1.fastq.gz,61M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time24_R2.fastq.gz,49M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time40_R1.fastq.gz,119M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time40_R2.fastq.gz,96M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time8_R1.fastq.gz,89M
hBFA1_h2_hBFA1-GlyEtOH-R1-Time8_R2.fastq.gz,72M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time16_R1.fastq.gz,176M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time16_R2.fastq.gz,140M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time24_R1.fastq.gz,149M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time24_R2.fastq.gz,122M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time40_R1.fastq.gz,113M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time40_R2.fastq.gz,90M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time8_R1.fastq.gz,124M
hBFA1_h2_hBFA1-GlyEtOH-R2-Time8_R2.fastq.gz,105M
hBFA1-pH3_8_alpha-R1-Subpool_S10_R1_001.fastq.gz,9.4M
hBFA1-pH3_8_alpha-R2-Subpool_S11_R1_001.fastq.gz,8.8M
hBFA1-pH7_3_alpha-R1-Subpool_S12_R1_001.fastq.gz,5.8M
hBFA1-pH7_3_alpha-R2-Subpool_S13_R1_001.fastq.gz,15M
hBFA1-SC_alpha-R1-Subpool_S6_R1_001.fastq.gz,15M
hBFA1-SC_alpha-R2-Subpool_S7_R1_001.fastq.gz,13M
hBFA1-YPD_alpha-R1-Subpool_S4_R1_001.fastq.gz,9.7M
hBFA1-YPD_alpha-R2-Subpool_S5_R1_001.fastq.gz,8.4M
hBFA2-02M_NaCl_alpha-R1-Subpool_S28_R1_001.fastq.gz,15M
hBFA2-08M_NaCl_alpha-R2-Subpool_S29_R1_001.fastq.gz,40M
hBFA2-21C_alpha-R1-Subpool_S31_R1_001.fastq.gz,33M
hBFA2-37C_alpha-R1-Subpool_S24_R1_001.fastq.gz,16M
hBFA2-CLM_2N-R1-Subpool_S40_R1_001.fastq.gz,29M
hBFA2-CLM_alpha-R1-Subpool_S26_R1_001.fastq.gz,37M
hBFA2_dBFA2_h2_dBFA2-37C-R1-Time16_R1.fastq.gz,437M
hBFA2_dBFA2_h2_dBFA2-37C-R1-Time16_R2.fastq.gz,442M
hBFA2_dBFA2_h2_dBFA2-37C-R3-Time32_R1.fastq.gz,180M
hBFA2_dBFA2_h2_dBFA2-37C-R3-Time32_R2.fastq.gz,185M
hBFA2_dBFA2_h2_dBFA2-48Hr-R1-Time8_R1.fastq.gz,4.4M
hBFA2_dBFA2_h2_dBFA2-48Hr-R1-Time8_R2.fastq.gz,4.4M
hBFA2_dBFA2_h2_dBFA2-48Hr-R3-Time32_R1.fastq.gz,49M
hBFA2_dBFA2_h2_dBFA2-48Hr-R3-Time32_R2.fastq.gz,51M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R1-Time32_R1.fastq.gz,186M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R1-Time32_R2.fastq.gz,194M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time16_R1.fastq.gz,247M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time16_R2.fastq.gz,264M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time24_R1.fastq.gz,287M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time24_R2.fastq.gz,297M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time32_R1.fastq.gz,209M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time32_R2.fastq.gz,220M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time40_R1.fastq.gz,191M
hBFA2_dBFA2_h2_dBFA2-pH3_8-R2-Time40_R2.fastq.gz,202M
hBFA2_dBFA2_h2_dBFA2-pH7_3-R2-Time16_R1.fastq.gz,264M
hBFA2_dBFA2_h2_dBFA2-pH7_3-R2-Time16_R2.fastq.gz,282M
hBFA2_dBFA2_h2_dBFA2-SC-R1-Time16_R1.fastq.gz,156M
hBFA2_dBFA2_h2_dBFA2-SC-R1-Time16_R2.fastq.gz,163M
hBFA2_dBFA2_h2_dBFA2-SC-R2-Time40_R1.fastq.gz,173M
hBFA2_dBFA2_h2_dBFA2-SC-R2-Time40_R2.fastq.gz,178M
hBFA2_dBFA2_h2_dBFA2-YPD-R1-Time40_R1.fastq.gz,297M
hBFA2_dBFA2_h2_dBFA2-YPD-R1-Time40_R2.fastq.gz,315M
hBFA2_dBFA2_h2_hBFA2-37C-R1-Time8_R1.fastq.gz,157M
hBFA2_dBFA2_h2_hBFA2-37C-R1-Time8_R2.fastq.gz,165M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time16_R1.fastq.gz,233M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time16_R2.fastq.gz,246M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time24_R1.fastq.gz,225M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time24_R2.fastq.gz,238M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time32_R1.fastq.gz,238M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time32_R2.fastq.gz,249M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time40_R1.fastq.gz,78M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time40_R2.fastq.gz,79M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time8_R1.fastq.gz,50M
hBFA2_dBFA2_h2_hBFA2-37C-R2-Time8_R2.fastq.gz,52M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time16_R1.fastq.gz,88M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time16_R2.fastq.gz,90M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time24_R1.fastq.gz,290M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time24_R2.fastq.gz,306M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time32_R1.fastq.gz,335M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time32_R2.fastq.gz,347M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time40_R1.fastq.gz,224M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time40_R2.fastq.gz,229M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time8_R1.fastq.gz,236M
hBFA2_dBFA2_h2_hBFA2-37C-R3-Time8_R2.fastq.gz,246M
hBFA2_dBFA2_h2_hBFA2-48Hr-R1-Time16_R1.fastq.gz,144M
hBFA2_dBFA2_h2_hBFA2-48Hr-R1-Time16_R2.fastq.gz,150M
hBFA2_dBFA2_h2_hBFA2-48Hr-R1-Time24_R1.fastq.gz,104M
hBFA2_dBFA2_h2_hBFA2-48Hr-R1-Time24_R2.fastq.gz,108M
hBFA2_dBFA2_h2_hBFA2-48Hr-R1-Time40_R1.fastq.gz,114M
hBFA2_dBFA2_h2_hBFA2-48Hr-R1-Time40_R2.fastq.gz,119M
hBFA2_dBFA2_h2_hBFA2-48Hr-R2-Time16_R1.fastq.gz,174M
hBFA2_dBFA2_h2_hBFA2-48Hr-R2-Time16_R2.fastq.gz,156M
hBFA2_dBFA2_h2_hBFA2-48Hr-R2-Time32_R1.fastq.gz,287M
hBFA2_dBFA2_h2_hBFA2-48Hr-R2-Time32_R2.fastq.gz,299M
hBFA2_dBFA2_h2_hBFA2-48Hr-R2-Time40_R1.fastq.gz,215M
hBFA2_dBFA2_h2_hBFA2-48Hr-R2-Time40_R2.fastq.gz,230M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R1-Time16_R1.fastq.gz,408M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R1-Time16_R2.fastq.gz,438M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R1-Time32_R1.fastq.gz,298M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R1-Time32_R2.fastq.gz,309M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time16_R1.fastq.gz,321M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time16_R2.fastq.gz,333M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time24_R1.fastq.gz,220M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time24_R2.fastq.gz,226M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time32_R1.fastq.gz,257M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time32_R2.fastq.gz,270M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time40_R1.fastq.gz,264M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time40_R2.fastq.gz,274M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time8_R1.fastq.gz,166M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R2-Time8_R2.fastq.gz,177M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time16_R1.fastq.gz,266M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time16_R2.fastq.gz,277M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time24_R1.fastq.gz,55M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time24_R2.fastq.gz,57M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time32_R1.fastq.gz,79M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time32_R2.fastq.gz,81M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time40_R1.fastq.gz,215M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time40_R2.fastq.gz,222M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time8_R1.fastq.gz,214M
hBFA2_dBFA2_h2_hBFA2-pH3_8-R3-Time8_R2.fastq.gz,226M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time16_R1.fastq.gz,285M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time16_R2.fastq.gz,303M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time24_R1.fastq.gz,8.8M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time24_R2.fastq.gz,8.6M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time32_R1.fastq.gz,215M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time32_R2.fastq.gz,187M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time40_R1.fastq.gz,252M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time40_R2.fastq.gz,263M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time8_R1.fastq.gz,188M
hBFA2_dBFA2_h2_hBFA2-pH7_3-R3-Time8_R2.fastq.gz,196M
hBFA2_dBFA2_h2_hBFA2-SC-R1-Time32_R1.fastq.gz,262M
hBFA2_dBFA2_h2_hBFA2-SC-R1-Time32_R2.fastq.gz,276M
hBFA2_dBFA2_h2_hBFA2-SC-R1-Time8_R1.fastq.gz,206M
hBFA2_dBFA2_h2_hBFA2-SC-R1-Time8_R2.fastq.gz,216M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time16_R1.fastq.gz,262M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time16_R2.fastq.gz,265M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time24_R1.fastq.gz,133M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time24_R2.fastq.gz,139M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time32_R1.fastq.gz,273M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time32_R2.fastq.gz,289M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time40_R1.fastq.gz,207M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time40_R2.fastq.gz,217M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time8_R1.fastq.gz,284M
hBFA2_dBFA2_h2_hBFA2-SC-R2-Time8_R2.fastq.gz,301M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time16_R1.fastq.gz,129M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time16_R2.fastq.gz,135M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time24_R1.fastq.gz,291M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time24_R2.fastq.gz,304M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time32_R1.fastq.gz,247M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time32_R2.fastq.gz,262M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time40_R1.fastq.gz,189M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time40_R2.fastq.gz,194M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time8_R1.fastq.gz,260M
hBFA2_dBFA2_h2_hBFA2-SC-R3-Time8_R2.fastq.gz,219M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time16_R1.fastq.gz,243M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time16_R2.fastq.gz,254M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time24_R1.fastq.gz,164M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time24_R2.fastq.gz,170M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time32_R1.fastq.gz,238M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time32_R2.fastq.gz,251M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time40_R1.fastq.gz,246M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time40_R2.fastq.gz,257M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time8_R1.fastq.gz,155M
hBFA2_dBFA2_h2_hBFA2-YPD-R3-Time8_R2.fastq.gz,158M
hBFA2-FLC4_2N-R1-Subpool_S27_R1_001.fastq.gz,30M
hBFA2-FLC4_alpha-R1-Subpool_S30_R1_001.fastq.gz,42M
hBFA2-GlyEtOH_2N-R1-Subpool_S35_R1_001.fastq.gz,28M
hBFA2-GlyEtOH_alpha-R1-Subpool_S25_R1_001.fastq.gz,22M
hBFA2_h1_hBFA2-37C-R1-Time16_R1.fastq.gz,136M
hBFA2_h1_hBFA2-37C-R1-Time16_R2.fastq.gz,139M
hBFA2_h1_hBFA2-37C-R1-Time24_R1.fastq.gz,145M
hBFA2_h1_hBFA2-37C-R1-Time24_R2.fastq.gz,147M
hBFA2_h1_hBFA2-37C-R1-Time32_R1.fastq.gz,171M
hBFA2_h1_hBFA2-37C-R1-Time32_R2.fastq.gz,169M
hBFA2_h1_hBFA2-37C-R1-Time40_R1.fastq.gz,139M
hBFA2_h1_hBFA2-37C-R1-Time40_R2.fastq.gz,137M
hBFA2_h1_hBFA2-pH3_8-R1-Time24_R1.fastq.gz,157M
hBFA2_h1_hBFA2-pH3_8-R1-Time24_R2.fastq.gz,158M
hBFA2_h1_hBFA2-pH3_8-R1-Time40_R1.fastq.gz,113M
hBFA2_h1_hBFA2-pH3_8-R1-Time40_R2.fastq.gz,113M
hBFA2_h1_hBFA2-pH3_8-R1-Time8_R1.fastq.gz,78M
hBFA2_h1_hBFA2-pH3_8-R1-Time8_R2.fastq.gz,77M
hBFA2_h1_hBFA2-pH7_3-R1-Time16_R1.fastq.gz,134M
hBFA2_h1_hBFA2-pH7_3-R1-Time16_R2.fastq.gz,129M
hBFA2_h1_hBFA2-pH7_3-R1-Time24_R1.fastq.gz,118M
hBFA2_h1_hBFA2-pH7_3-R1-Time24_R2.fastq.gz,118M
hBFA2_h1_hBFA2-pH7_3-R1-Time32_R1.fastq.gz,146M
hBFA2_h1_hBFA2-pH7_3-R1-Time32_R2.fastq.gz,148M
hBFA2_h1_hBFA2-pH7_3-R1-Time40_R1.fastq.gz,158M
hBFA2_h1_hBFA2-pH7_3-R1-Time40_R2.fastq.gz,159M
hBFA2_h1_hBFA2-pH7_3-R1-Time8_R1.fastq.gz,153M
hBFA2_h1_hBFA2-pH7_3-R1-Time8_R2.fastq.gz,149M
hBFA2_h1_hBFA2-pH7_3-R2-Time16_R1.fastq.gz,47M
hBFA2_h1_hBFA2-pH7_3-R2-Time16_R2.fastq.gz,45M
hBFA2_h1_hBFA2-pH7_3-R2-Time24_R1.fastq.gz,282M
hBFA2_h1_hBFA2-pH7_3-R2-Time24_R2.fastq.gz,276M
hBFA2_h1_hBFA2-pH7_3-R2-Time32_R1.fastq.gz,229M
hBFA2_h1_hBFA2-pH7_3-R2-Time32_R2.fastq.gz,227M
hBFA2_h1_hBFA2-pH7_3-R2-Time40_R1.fastq.gz,202M
hBFA2_h1_hBFA2-pH7_3-R2-Time40_R2.fastq.gz,202M
hBFA2_h1_hBFA2-pH7_3-R2-Time8_R1.fastq.gz,198M
hBFA2_h1_hBFA2-pH7_3-R2-Time8_R2.fastq.gz,196M
hBFA2_h1_hBFA2-SC-R1-Time16_R1.fastq.gz,110M
hBFA2_h1_hBFA2-SC-R1-Time16_R2.fastq.gz,110M
hBFA2_h1_hBFA2-SC-R1-Time24_R1.fastq.gz,9.8M
hBFA2_h1_hBFA2-SC-R1-Time24_R2.fastq.gz,9.8M
hBFA2_h1_hBFA2-SC-R1-Time40_R1.fastq.gz,1.4M
hBFA2_h1_hBFA2-SC-R1-Time40_R2.fastq.gz,1.4M
hBFA2_h1_hBFA2-YPD-R1-Time16_R1.fastq.gz,204M
hBFA2_h1_hBFA2-YPD-R1-Time16_R2.fastq.gz,203M
hBFA2_h1_hBFA2-YPD-R1-Time24_R1.fastq.gz,270M
hBFA2_h1_hBFA2-YPD-R1-Time24_R2.fastq.gz,271M
hBFA2_h1_hBFA2-YPD-R1-Time32_R1.fastq.gz,220M
hBFA2_h1_hBFA2-YPD-R1-Time32_R2.fastq.gz,217M
hBFA2_h1_hBFA2-YPD-R1-Time40_R1.fastq.gz,202M
hBFA2_h1_hBFA2-YPD-R1-Time40_R2.fastq.gz,201M
hBFA2_h1_hBFA2-YPD-R1-Time8_R1.fastq.gz,234M
hBFA2_h1_hBFA2-YPD-R1-Time8_R2.fastq.gz,232M
hBFA2_h1_hBFA2-YPD-R2-Time16_R1.fastq.gz,86M
hBFA2_h1_hBFA2-YPD-R2-Time16_R2.fastq.gz,85M
hBFA2_h1_hBFA2-YPD-R2-Time24_R1.fastq.gz,108M
hBFA2_h1_hBFA2-YPD-R2-Time24_R2.fastq.gz,104M
hBFA2_h1_hBFA2-YPD-R2-Time32_R1.fastq.gz,218M
hBFA2_h1_hBFA2-YPD-R2-Time32_R2.fastq.gz,218M
hBFA2_h1_hBFA2-YPD-R2-Time40_R1.fastq.gz,202M
hBFA2_h1_hBFA2-YPD-R2-Time40_R2.fastq.gz,203M
hBFA2_h1_hBFA2-YPD-R2-Time8_R1.fastq.gz,150M
hBFA2_h1_hBFA2-YPD-R2-Time8_R2.fastq.gz,150M
hBFA2-pH3_8_alpha-R1-Subpool_S23_R1_001.fastq.gz,9.9M
hBFA2-pH7_3_alpha-R1-Subpool_S22_R1_001.fastq.gz,14M
hBFA2-SC_alpha-R1-Subpool_S21_R1_001.fastq.gz,12M
hBFA2_s_hBFA2-02M_NaCl-R1-Time16_R1.fastq.gz,65M
hBFA2_s_hBFA2-02M_NaCl-R1-Time16_R2.fastq.gz,68M
hBFA2_s_hBFA2-02M_NaCl-R1-Time24_R1.fastq.gz,98M
hBFA2_s_hBFA2-02M_NaCl-R1-Time24_R2.fastq.gz,127M
hBFA2_s_hBFA2-02M_NaCl-R1-Time32_R1.fastq.gz,56M
hBFA2_s_hBFA2-02M_NaCl-R1-Time32_R2.fastq.gz,57M
hBFA2_s_hBFA2-02M_NaCl-R1-Time40_R1.fastq.gz,102M
hBFA2_s_hBFA2-02M_NaCl-R1-Time40_R2.fastq.gz,104M
hBFA2_s_hBFA2-02M_NaCl-R1-Time8_R1.fastq.gz,134M
hBFA2_s_hBFA2-02M_NaCl-R1-Time8_R2.fastq.gz,138M
hBFA2_s_hBFA2-02M_NaCl-R2-Time16_R1.fastq.gz,39M
hBFA2_s_hBFA2-02M_NaCl-R2-Time16_R2.fastq.gz,40M
hBFA2_s_hBFA2-02M_NaCl-R2-Time24_R1.fastq.gz,22M
hBFA2_s_hBFA2-02M_NaCl-R2-Time24_R2.fastq.gz,23M
hBFA2_s_hBFA2-02M_NaCl-R2-Time32_R1.fastq.gz,79M
hBFA2_s_hBFA2-02M_NaCl-R2-Time32_R2.fastq.gz,83M
hBFA2_s_hBFA2-02M_NaCl-R2-Time40_R1.fastq.gz,82M
hBFA2_s_hBFA2-02M_NaCl-R2-Time40_R2.fastq.gz,87M
hBFA2_s_hBFA2-02M_NaCl-R2-Time8_R1.fastq.gz,64M
hBFA2_s_hBFA2-02M_NaCl-R2-Time8_R2.fastq.gz,66M
hBFA2_s_hBFA2-02M_NaCl-R3-Time16_R1.fastq.gz,73M
hBFA2_s_hBFA2-02M_NaCl-R3-Time16_R2.fastq.gz,77M
hBFA2_s_hBFA2-02M_NaCl-R3-Time24_R1.fastq.gz,60M
hBFA2_s_hBFA2-02M_NaCl-R3-Time24_R2.fastq.gz,63M
hBFA2_s_hBFA2-02M_NaCl-R3-Time32_R1.fastq.gz,106M
hBFA2_s_hBFA2-02M_NaCl-R3-Time32_R2.fastq.gz,111M
hBFA2_s_hBFA2-02M_NaCl-R3-Time40_R1.fastq.gz,85M
hBFA2_s_hBFA2-02M_NaCl-R3-Time40_R2.fastq.gz,90M
hBFA2_s_hBFA2-02M_NaCl-R3-Time8_R1.fastq.gz,43M
hBFA2_s_hBFA2-02M_NaCl-R3-Time8_R2.fastq.gz,58M
hBFA2_s_hBFA2-08M_NaCl-R1-Time16_R1.fastq.gz,31M
hBFA2_s_hBFA2-08M_NaCl-R1-Time16_R2.fastq.gz,32M
hBFA2_s_hBFA2-08M_NaCl-R1-Time24_R1.fastq.gz,21M
hBFA2_s_hBFA2-08M_NaCl-R1-Time24_R2.fastq.gz,27M
hBFA2_s_hBFA2-08M_NaCl-R1-Time32_R1.fastq.gz,19M
