Filename,size
hBFA2_s_hBFA2-08M_NaCl-R1-Time32_R2.fastq.gz,19M
hBFA2_s_hBFA2-08M_NaCl-R1-Time40_R1.fastq.gz,58M
hBFA2_s_hBFA2-08M_NaCl-R1-Time40_R2.fastq.gz,59M
hBFA2_s_hBFA2-08M_NaCl-R1-Time8_R1.fastq.gz,20M
hBFA2_s_hBFA2-08M_NaCl-R1-Time8_R2.fastq.gz,20M
hBFA2_s_hBFA2-08M_NaCl-R2-Time16_R1.fastq.gz,19M
hBFA2_s_hBFA2-08M_NaCl-R2-Time16_R2.fastq.gz,20M
hBFA2_s_hBFA2-08M_NaCl-R2-Time24_R1.fastq.gz,14M
hBFA2_s_hBFA2-08M_NaCl-R2-Time24_R2.fastq.gz,14M
hBFA2_s_hBFA2-08M_NaCl-R2-Time32_R1.fastq.gz,34M
hBFA2_s_hBFA2-08M_NaCl-R2-Time32_R2.fastq.gz,35M
hBFA2_s_hBFA2-08M_NaCl-R2-Time40_R1.fastq.gz,21M
hBFA2_s_hBFA2-08M_NaCl-R2-Time40_R2.fastq.gz,22M
hBFA2_s_hBFA2-08M_NaCl-R2-Time8_R1.fastq.gz,34M
hBFA2_s_hBFA2-08M_NaCl-R2-Time8_R2.fastq.gz,34M
hBFA2_s_hBFA2-08M_NaCl-R3-Time16_R1.fastq.gz,57M
hBFA2_s_hBFA2-08M_NaCl-R3-Time16_R2.fastq.gz,57M
hBFA2_s_hBFA2-08M_NaCl-R3-Time24_R1.fastq.gz,108M
hBFA2_s_hBFA2-08M_NaCl-R3-Time24_R2.fastq.gz,110M
hBFA2_s_hBFA2-08M_NaCl-R3-Time32_R1.fastq.gz,106M
hBFA2_s_hBFA2-08M_NaCl-R3-Time32_R2.fastq.gz,108M
hBFA2_s_hBFA2-08M_NaCl-R3-Time40_R1.fastq.gz,81M
hBFA2_s_hBFA2-08M_NaCl-R3-Time40_R2.fastq.gz,83M
hBFA2_s_hBFA2-08M_NaCl-R3-Time8_R1.fastq.gz,74M
hBFA2_s_hBFA2-08M_NaCl-R3-Time8_R2.fastq.gz,95M
hBFA2_s_hBFA2-21C-R1-Time16_R1.fastq.gz,45M
hBFA2_s_hBFA2-21C-R1-Time16_R2.fastq.gz,48M
hBFA2_s_hBFA2-21C-R1-Time24_R1.fastq.gz,100M
hBFA2_s_hBFA2-21C-R1-Time24_R2.fastq.gz,131M
hBFA2_s_hBFA2-21C-R1-Time32_R1.fastq.gz,62M
hBFA2_s_hBFA2-21C-R1-Time32_R2.fastq.gz,64M
hBFA2_s_hBFA2-21C-R1-Time40_R1.fastq.gz,103M
hBFA2_s_hBFA2-21C-R1-Time40_R2.fastq.gz,107M
hBFA2_s_hBFA2-21C-R1-Time8_R1.fastq.gz,54M
hBFA2_s_hBFA2-21C-R1-Time8_R2.fastq.gz,56M
hBFA2_s_hBFA2-21C-R2-Time16_R1.fastq.gz,40M
hBFA2_s_hBFA2-21C-R2-Time16_R2.fastq.gz,42M
hBFA2_s_hBFA2-21C-R2-Time24_R1.fastq.gz,66M
hBFA2_s_hBFA2-21C-R2-Time24_R2.fastq.gz,69M
hBFA2_s_hBFA2-21C-R2-Time32_R1.fastq.gz,121M
hBFA2_s_hBFA2-21C-R2-Time32_R2.fastq.gz,128M
hBFA2_s_hBFA2-21C-R2-Time40_R1.fastq.gz,160M
hBFA2_s_hBFA2-21C-R2-Time40_R2.fastq.gz,170M
hBFA2_s_hBFA2-21C-R2-Time8_R1.fastq.gz,75M
hBFA2_s_hBFA2-21C-R2-Time8_R2.fastq.gz,79M
hBFA2_s_hBFA2-21C-R3-Time16_R1.fastq.gz,164M
hBFA2_s_hBFA2-21C-R3-Time16_R2.fastq.gz,174M
hBFA2_s_hBFA2-21C-R3-Time24_R1.fastq.gz,146M
hBFA2_s_hBFA2-21C-R3-Time24_R2.fastq.gz,153M
hBFA2_s_hBFA2-21C-R3-Time32_R1.fastq.gz,158M
hBFA2_s_hBFA2-21C-R3-Time32_R2.fastq.gz,166M
hBFA2_s_hBFA2-21C-R3-Time40_R1.fastq.gz,147M
hBFA2_s_hBFA2-21C-R3-Time40_R2.fastq.gz,157M
hBFA2_s_hBFA2-21C-R3-Time8_R1.fastq.gz,168M
hBFA2_s_hBFA2-21C-R3-Time8_R2.fastq.gz,205M
hBFA2_s_hBFA2-All-R-0_R1.fastq.gz,18M
hBFA2_s_hBFA2-All-R-0_R2.fastq.gz,19M
hBFA2_s_hBFA2-CLM-R1-Time16_R1.fastq.gz,60M
hBFA2_s_hBFA2-CLM-R1-Time16_R2.fastq.gz,65M
hBFA2_s_hBFA2-CLM-R1-Time24_R1.fastq.gz,29M
hBFA2_s_hBFA2-CLM-R1-Time24_R2.fastq.gz,41M
hBFA2_s_hBFA2-CLM-R1-Time32_R1.fastq.gz,85M
hBFA2_s_hBFA2-CLM-R1-Time32_R2.fastq.gz,89M
hBFA2_s_hBFA2-CLM-R1-Time40_R1.fastq.gz,70M
hBFA2_s_hBFA2-CLM-R1-Time40_R2.fastq.gz,73M
hBFA2_s_hBFA2-CLM-R1-Time8_R1.fastq.gz,31M
hBFA2_s_hBFA2-CLM-R1-Time8_R2.fastq.gz,32M
hBFA2_s_hBFA2-CLM-R2-Time16_R1.fastq.gz,74M
hBFA2_s_hBFA2-CLM-R2-Time16_R2.fastq.gz,80M
hBFA2_s_hBFA2-CLM-R2-Time24_R1.fastq.gz,35M
hBFA2_s_hBFA2-CLM-R2-Time24_R2.fastq.gz,37M
hBFA2_s_hBFA2-CLM-R2-Time32_R1.fastq.gz,70M
hBFA2_s_hBFA2-CLM-R2-Time32_R2.fastq.gz,75M
hBFA2_s_hBFA2-CLM-R2-Time40_R1.fastq.gz,72M
hBFA2_s_hBFA2-CLM-R2-Time40_R2.fastq.gz,78M
hBFA2_s_hBFA2-CLM-R2-Time8_R1.fastq.gz,114M
hBFA2_s_hBFA2-CLM-R2-Time8_R2.fastq.gz,120M
hBFA2_s_hBFA2-CLM-R3-Time16_R1.fastq.gz,84M
hBFA2_s_hBFA2-CLM-R3-Time16_R2.fastq.gz,89M
hBFA2_s_hBFA2-CLM-R3-Time24_R1.fastq.gz,49M
hBFA2_s_hBFA2-CLM-R3-Time24_R2.fastq.gz,52M
hBFA2_s_hBFA2-CLM-R3-Time32_R1.fastq.gz,54M
hBFA2_s_hBFA2-CLM-R3-Time32_R2.fastq.gz,58M
hBFA2_s_hBFA2-CLM-R3-Time40_R1.fastq.gz,116M
hBFA2_s_hBFA2-CLM-R3-Time40_R2.fastq.gz,125M
hBFA2_s_hBFA2-CLM-R3-Time8_R1.fastq.gz,66M
hBFA2_s_hBFA2-CLM-R3-Time8_R2.fastq.gz,88M
hBFA2_s_hBFA2-FLC4-R1-Time16_R1.fastq.gz,88M
hBFA2_s_hBFA2-FLC4-R1-Time16_R2.fastq.gz,95M
hBFA2_s_hBFA2-FLC4-R1-Time24_R1.fastq.gz,98M
hBFA2_s_hBFA2-FLC4-R1-Time24_R2.fastq.gz,133M
hBFA2_s_hBFA2-FLC4-R1-Time32_R1.fastq.gz,63M
hBFA2_s_hBFA2-FLC4-R1-Time32_R2.fastq.gz,66M
hBFA2_s_hBFA2-FLC4-R1-Time40_R1.fastq.gz,60M
hBFA2_s_hBFA2-FLC4-R1-Time40_R2.fastq.gz,63M
hBFA2_s_hBFA2-FLC4-R1-Time8_R1.fastq.gz,99M
hBFA2_s_hBFA2-FLC4-R1-Time8_R2.fastq.gz,104M
hBFA2_s_hBFA2-FLC4-R2-Time16_R1.fastq.gz,94M
hBFA2_s_hBFA2-FLC4-R2-Time16_R2.fastq.gz,101M
hBFA2_s_hBFA2-FLC4-R2-Time24_R1.fastq.gz,79M
hBFA2_s_hBFA2-FLC4-R2-Time24_R2.fastq.gz,84M
hBFA2_s_hBFA2-FLC4-R2-Time32_R1.fastq.gz,137M
hBFA2_s_hBFA2-FLC4-R2-Time32_R2.fastq.gz,142M
hBFA2_s_hBFA2-FLC4-R2-Time40_R1.fastq.gz,99M
hBFA2_s_hBFA2-FLC4-R2-Time40_R2.fastq.gz,105M
hBFA2_s_hBFA2-FLC4-R2-Time8_R1.fastq.gz,50M
hBFA2_s_hBFA2-FLC4-R2-Time8_R2.fastq.gz,52M
hBFA2_s_hBFA2-FLC4-R3-Time16_R1.fastq.gz,56M
hBFA2_s_hBFA2-FLC4-R3-Time16_R2.fastq.gz,58M
hBFA2_s_hBFA2-FLC4-R3-Time24_R1.fastq.gz,41M
hBFA2_s_hBFA2-FLC4-R3-Time24_R2.fastq.gz,43M
hBFA2_s_hBFA2-FLC4-R3-Time32_R1.fastq.gz,84M
hBFA2_s_hBFA2-FLC4-R3-Time32_R2.fastq.gz,87M
hBFA2_s_hBFA2-FLC4-R3-Time40_R1.fastq.gz,82M
hBFA2_s_hBFA2-FLC4-R3-Time40_R2.fastq.gz,86M
hBFA2_s_hBFA2-FLC4-R3-Time8_R1.fastq.gz,1.9M
hBFA2_s_hBFA2-FLC4-R3-Time8_R2.fastq.gz,2.5M
hBFA2_s_hBFA2-GlyEtOH-R1-Time16_R1.fastq.gz,14M
hBFA2_s_hBFA2-GlyEtOH-R1-Time16_R2.fastq.gz,15M
hBFA2_s_hBFA2-GlyEtOH-R1-Time24_R1.fastq.gz,180M
hBFA2_s_hBFA2-GlyEtOH-R1-Time24_R2.fastq.gz,238M
hBFA2_s_hBFA2-GlyEtOH-R1-Time32_R1.fastq.gz,138M
hBFA2_s_hBFA2-GlyEtOH-R1-Time32_R2.fastq.gz,143M
hBFA2_s_hBFA2-GlyEtOH-R1-Time40_R1.fastq.gz,115M
hBFA2_s_hBFA2-GlyEtOH-R1-Time40_R2.fastq.gz,118M
hBFA2_s_hBFA2-GlyEtOH-R1-Time8_R1.fastq.gz,20M
hBFA2_s_hBFA2-GlyEtOH-R1-Time8_R2.fastq.gz,22M
hBFA2_s_hBFA2-GlyEtOH-R2-Time16_R1.fastq.gz,45M
hBFA2_s_hBFA2-GlyEtOH-R2-Time16_R2.fastq.gz,47M
hBFA2_s_hBFA2-GlyEtOH-R2-Time24_R1.fastq.gz,222M
hBFA2_s_hBFA2-GlyEtOH-R2-Time24_R2.fastq.gz,231M
hBFA2_s_hBFA2-GlyEtOH-R2-Time32_R1.fastq.gz,156M
hBFA2_s_hBFA2-GlyEtOH-R2-Time32_R2.fastq.gz,159M
hBFA2_s_hBFA2-GlyEtOH-R2-Time40_R1.fastq.gz,104M
hBFA2_s_hBFA2-GlyEtOH-R2-Time40_R2.fastq.gz,109M
hBFA2_s_hBFA2-GlyEtOH-R2-Time8_R1.fastq.gz,106M
hBFA2_s_hBFA2-GlyEtOH-R2-Time8_R2.fastq.gz,111M
hBFA2_s_hBFA2-GlyEtOH-R3-Time16_R1.fastq.gz,50M
hBFA2_s_hBFA2-GlyEtOH-R3-Time16_R2.fastq.gz,51M
hBFA2_s_hBFA2-GlyEtOH-R3-Time24_R1.fastq.gz,71M
hBFA2_s_hBFA2-GlyEtOH-R3-Time24_R2.fastq.gz,71M
hBFA2_s_hBFA2-GlyEtOH-R3-Time32_R1.fastq.gz,78M
hBFA2_s_hBFA2-GlyEtOH-R3-Time32_R2.fastq.gz,79M
hBFA2_s_hBFA2-GlyEtOH-R3-Time40_R1.fastq.gz,76M
hBFA2_s_hBFA2-GlyEtOH-R3-Time40_R2.fastq.gz,78M
hBFA2_s_hBFA2-GlyEtOH-R3-Time8_R1.fastq.gz,36M
hBFA2_s_hBFA2-GlyEtOH-R3-Time8_R2.fastq.gz,47M
hBFA2-YPD_alpha-R1-Subpool_S20_R1_001.fastq.gz,13M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time0_R1.fastq.gz,373M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time0_R2.fastq.gz,432M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time104_R1.fastq.gz,531M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time104_R2.fastq.gz,615M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time120_R1.fastq.gz,446M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time120_R2.fastq.gz,519M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time136_R1.fastq.gz,473M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time136_R2.fastq.gz,548M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time160_R1.fastq.gz,380M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time160_R2.fastq.gz,435M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time192_R1.fastq.gz,242M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time192_R2.fastq.gz,280M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time240_R1.fastq.gz,303M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time240_R2.fastq.gz,353M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time72_R1.fastq.gz,391M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time72_R2.fastq.gz,446M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time88_R1.fastq.gz,545M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time88_R2.fastq.gz,625M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time8_R1.fastq.gz,439M
Stanford_hap_LT_02M_NaCl_alpha-R1-Time8_R2.fastq.gz,515M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time0_R1.fastq.gz,378M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time0_R2.fastq.gz,440M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time104_R1.fastq.gz,701M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time104_R2.fastq.gz,881M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time120_R1.fastq.gz,444M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time120_R2.fastq.gz,554M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time136_R1.fastq.gz,257M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time136_R2.fastq.gz,323M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time160_R1.fastq.gz,336M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time160_R2.fastq.gz,416M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time192_R1.fastq.gz,313M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time192_R2.fastq.gz,392M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time240_R1.fastq.gz,228M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time240_R2.fastq.gz,287M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time72_R1.fastq.gz,241M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time72_R2.fastq.gz,294M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time88_R1.fastq.gz,261M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time88_R2.fastq.gz,322M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time8_R1.fastq.gz,371M
Stanford_hap_LT_08M_NaCl_alpha-R1-Time8_R2.fastq.gz,437M
Stanford_hap_LT_21C_alpha-R1-Time0_R1.fastq.gz,233M
Stanford_hap_LT_21C_alpha-R1-Time0_R2.fastq.gz,290M
Stanford_hap_LT_21C_alpha-R1-Time104_R1.fastq.gz,141M
Stanford_hap_LT_21C_alpha-R1-Time104_R2.fastq.gz,177M
Stanford_hap_LT_21C_alpha-R1-Time120_R1.fastq.gz,473M
Stanford_hap_LT_21C_alpha-R1-Time120_R2.fastq.gz,596M
Stanford_hap_LT_21C_alpha-R1-Time136_R1.fastq.gz,229M
Stanford_hap_LT_21C_alpha-R1-Time136_R2.fastq.gz,286M
Stanford_hap_LT_21C_alpha-R1-Time160_R1.fastq.gz,271M
Stanford_hap_LT_21C_alpha-R1-Time160_R2.fastq.gz,336M
Stanford_hap_LT_21C_alpha-R1-Time192_R1.fastq.gz,232M
Stanford_hap_LT_21C_alpha-R1-Time192_R2.fastq.gz,291M
Stanford_hap_LT_21C_alpha-R1-Time240_R1.fastq.gz,287M
Stanford_hap_LT_21C_alpha-R1-Time240_R2.fastq.gz,370M
Stanford_hap_LT_21C_alpha-R1-Time72_R1.fastq.gz,285M
Stanford_hap_LT_21C_alpha-R1-Time72_R2.fastq.gz,351M
Stanford_hap_LT_21C_alpha-R1-Time88_R1.fastq.gz,152M
Stanford_hap_LT_21C_alpha-R1-Time88_R2.fastq.gz,189M
Stanford_hap_LT_21C_alpha-R1-Time8_R1.fastq.gz,237M
Stanford_hap_LT_21C_alpha-R1-Time8_R2.fastq.gz,298M
Stanford_hap_LT_CLM_alpha-R1-Time0_R1.fastq.gz,514M
Stanford_hap_LT_CLM_alpha-R1-Time0_R2.fastq.gz,592M
Stanford_hap_LT_CLM_alpha-R1-Time104_R1.fastq.gz,170M
Stanford_hap_LT_CLM_alpha-R1-Time104_R2.fastq.gz,202M
Stanford_hap_LT_CLM_alpha-R1-Time120_R1.fastq.gz,33M
Stanford_hap_LT_CLM_alpha-R1-Time120_R2.fastq.gz,39M
Stanford_hap_LT_CLM_alpha-R1-Time136_R1.fastq.gz,275M
Stanford_hap_LT_CLM_alpha-R1-Time136_R2.fastq.gz,329M
Stanford_hap_LT_CLM_alpha-R1-Time160_R1.fastq.gz,298M
Stanford_hap_LT_CLM_alpha-R1-Time160_R2.fastq.gz,351M
Stanford_hap_LT_CLM_alpha-R1-Time192_R1.fastq.gz,304M
Stanford_hap_LT_CLM_alpha-R1-Time192_R2.fastq.gz,362M
Stanford_hap_LT_CLM_alpha-R1-Time240_R1.fastq.gz,520M
Stanford_hap_LT_CLM_alpha-R1-Time240_R2.fastq.gz,625M
Stanford_hap_LT_CLM_alpha-R1-Time72_R1.fastq.gz,1.8M
Stanford_hap_LT_CLM_alpha-R1-Time72_R2.fastq.gz,2.0M
Stanford_hap_LT_CLM_alpha-R1-Time88_R1.fastq.gz,199M
Stanford_hap_LT_CLM_alpha-R1-Time88_R2.fastq.gz,234M
Stanford_hap_LT_CLM_alpha-R1-Time8_R1.fastq.gz,340M
Stanford_hap_LT_CLM_alpha-R1-Time8_R2.fastq.gz,395M
Stanford_hap_LT_FLC32_alpha-R1-Time0_R1.fastq.gz,356M
Stanford_hap_LT_FLC32_alpha-R1-Time0_R2.fastq.gz,415M
Stanford_hap_LT_FLC32_alpha-R1-Time104_R1.fastq.gz,626M
Stanford_hap_LT_FLC32_alpha-R1-Time104_R2.fastq.gz,755M
Stanford_hap_LT_FLC32_alpha-R1-Time120_R1.fastq.gz,5.3M
Stanford_hap_LT_FLC32_alpha-R1-Time120_R2.fastq.gz,6.5M
Stanford_hap_LT_FLC32_alpha-R1-Time136_R1.fastq.gz,44M
Stanford_hap_LT_FLC32_alpha-R1-Time136_R2.fastq.gz,52M
Stanford_hap_LT_FLC32_alpha-R1-Time160_R1.fastq.gz,3.0M
Stanford_hap_LT_FLC32_alpha-R1-Time160_R2.fastq.gz,3.6M
Stanford_hap_LT_FLC32_alpha-R1-Time192_R1.fastq.gz,21M
Stanford_hap_LT_FLC32_alpha-R1-Time192_R2.fastq.gz,26M
Stanford_hap_LT_FLC32_alpha-R1-Time240_R1.fastq.gz,9.9M
Stanford_hap_LT_FLC32_alpha-R1-Time240_R2.fastq.gz,12M
Stanford_hap_LT_FLC32_alpha-R1-Time72_R1.fastq.gz,130M
Stanford_hap_LT_FLC32_alpha-R1-Time72_R2.fastq.gz,154M
Stanford_hap_LT_FLC32_alpha-R1-Time88_R1.fastq.gz,17M
Stanford_hap_LT_FLC32_alpha-R1-Time88_R2.fastq.gz,20M
Stanford_hap_LT_FLC32_alpha-R1-Time8_R1.fastq.gz,503M
Stanford_hap_LT_FLC32_alpha-R1-Time8_R2.fastq.gz,592M
Stanford_hap_LT_FLC4_alpha-R1-Time0_R1.fastq.gz,1.1G
Stanford_hap_LT_FLC4_alpha-R1-Time0_R2.fastq.gz,1.3G
Stanford_hap_LT_FLC4_alpha-R1-Time104_R1.fastq.gz,425M
Stanford_hap_LT_FLC4_alpha-R1-Time104_R2.fastq.gz,508M
Stanford_hap_LT_FLC4_alpha-R1-Time120_R1.fastq.gz,446M
Stanford_hap_LT_FLC4_alpha-R1-Time120_R2.fastq.gz,537M
Stanford_hap_LT_FLC4_alpha-R1-Time136_R1.fastq.gz,315M
Stanford_hap_LT_FLC4_alpha-R1-Time136_R2.fastq.gz,381M
Stanford_hap_LT_FLC4_alpha-R1-Time160_R1.fastq.gz,50M
Stanford_hap_LT_FLC4_alpha-R1-Time160_R2.fastq.gz,57M
Stanford_hap_LT_FLC4_alpha-R1-Time192_R1.fastq.gz,348M
Stanford_hap_LT_FLC4_alpha-R1-Time192_R2.fastq.gz,419M
Stanford_hap_LT_FLC4_alpha-R1-Time240_R1.fastq.gz,422M
Stanford_hap_LT_FLC4_alpha-R1-Time240_R2.fastq.gz,522M
Stanford_hap_LT_FLC4_alpha-R1-Time72_R1.fastq.gz,242M
Stanford_hap_LT_FLC4_alpha-R1-Time72_R2.fastq.gz,285M
Stanford_hap_LT_FLC4_alpha-R1-Time88_R1.fastq.gz,351M
Stanford_hap_LT_FLC4_alpha-R1-Time88_R2.fastq.gz,417M
Stanford_hap_LT_FLC4_alpha-R1-Time8_R1.fastq.gz,456M
Stanford_hap_LT_FLC4_alpha-R1-Time8_R2.fastq.gz,538M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time0_R1.fastq.gz,766M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time0_R2.fastq.gz,884M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time104_R1.fastq.gz,398M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time104_R2.fastq.gz,460M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time120_R1.fastq.gz,348M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time120_R2.fastq.gz,410M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time136_R1.fastq.gz,402M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time136_R2.fastq.gz,469M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time160_R1.fastq.gz,277M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time160_R2.fastq.gz,324M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time192_R1.fastq.gz,258M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time192_R2.fastq.gz,305M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time240_R1.fastq.gz,145M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time240_R2.fastq.gz,172M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time72_R1.fastq.gz,547M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time72_R2.fastq.gz,623M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time88_R1.fastq.gz,528M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time88_R2.fastq.gz,606M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time8_R1.fastq.gz,203M
Stanford_hap_LT_GlyEtOH_alpha-R1-Time8_R2.fastq.gz,236M
Stanford_hap_LT_M3_alpha-R1-Time0_R1.fastq.gz,234M
Stanford_hap_LT_M3_alpha-R1-Time0_R2.fastq.gz,269M
Stanford_hap_LT_M3_alpha-R1-Time104_R1.fastq.gz,211M
Stanford_hap_LT_M3_alpha-R1-Time104_R2.fastq.gz,250M
Stanford_hap_LT_M3_alpha-R1-Time120_R1.fastq.gz,221M
Stanford_hap_LT_M3_alpha-R1-Time120_R2.fastq.gz,265M
Stanford_hap_LT_M3_alpha-R1-Time136_R1.fastq.gz,191M
Stanford_hap_LT_M3_alpha-R1-Time136_R2.fastq.gz,230M
Stanford_hap_LT_M3_alpha-R1-Time160_R1.fastq.gz,239M
Stanford_hap_LT_M3_alpha-R1-Time160_R2.fastq.gz,284M
Stanford_hap_LT_M3_alpha-R1-Time192_R1.fastq.gz,247M
Stanford_hap_LT_M3_alpha-R1-Time192_R2.fastq.gz,299M
Stanford_hap_LT_M3_alpha-R1-Time240_R1.fastq.gz,258M
Stanford_hap_LT_M3_alpha-R1-Time240_R2.fastq.gz,317M
Stanford_hap_LT_M3_alpha-R1-Time72_R1.fastq.gz,278M
Stanford_hap_LT_M3_alpha-R1-Time72_R2.fastq.gz,321M
Stanford_hap_LT_M3_alpha-R1-Time88_R1.fastq.gz,213M
